timestamp_sec,eda_microSiemens
0.0,0.42734654377491704
0.001,0.393989103500568
0.002,0.4076857934033574
0.003,0.40760720255568855
0.004,0.4129358260408082
0.005,0.43573176537735314
0.006,0.37317809089322124
0.007,0.40679290074808144
0.008,0.40170070727457585
0.009000000000000001,0.41028129306617395
0.01,0.3985503019951153
0.011,0.4084740621420035
0.012,0.43854815306146444
0.013000000000000001,0.40906433021046357
0.014,0.4258505036971852
0.015,0.3936294321417343
0.016,0.3922813088866014
0.017,0.40215373050274267
0.018000000000000002,0.4097601135535482
0.019,0.388295365256199
0.02,0.40614771470976996
0.021,0.39210913421937926
0.022,0.3907774470458634
0.023,0.40676522307618335
0.024,0.38759469738614577
0.025,0.4019240197342963
0.026000000000000002,0.41740304410480455
0.027,0.3813511082257643
0.028,0.43277257445616474
0.029,0.4167224228305036
0.03,0.4266311202282402
0.031,0.4194794296763407
0.032,0.4069262449266434
0.033,0.39505729813835627
0.034,0.38972643441082144
0.035,0.4139353541367126
0.036000000000000004,0.37705064867457305
0.037,0.38894116122639294
0.038,0.3918953442379594
0.039,0.3695230687609428
0.04,0.4072624736419742
0.041,0.40275587669473867
0.042,0.4028718454595298
0.043000000000000003,0.3952606695341157
0.044,0.3884242624388552
0.045,0.4033004213575929
0.046,0.3981526146969382
0.047,0.40727865668262253
0.048,0.4176520938018465
0.049,0.3857682088425784
0.05,0.3897819206909258
0.051000000000000004,0.39112344723658493
0.052000000000000005,0.39444041400353563
0.053,0.3598396456644721
0.054,0.3916273758331277
0.055,0.3962598500038331
0.056,0.39237446131608944
0.057,0.4011541324774195
0.058,0.39731481555627385
0.059000000000000004,0.3979149573623463
0.06,0.4190151813862912
0.061,0.4093891116877003
0.062,0.39294795184416664
0.063,0.38623801602915736
0.064,0.423358702343243
0.065,0.4219735638371843
0.066,0.3974937040901146
0.067,0.41129402653982555
0.068,0.38273354737175996
0.069,0.41631405487579864
0.07,0.41105265404533636
0.07100000000000001,0.4108245038049964
0.07200000000000001,0.39153700984034656
0.073,0.3975401628057479
0.074,0.41105332718020227
0.075,0.4150790727576369
0.076,0.3966714039738355
0.077,0.3989039517579634
0.078,0.39376907892440755
0.079,0.40390209074107236
0.08,0.4180420138511486
0.081,0.3663340644252212
0.082,0.4234021780451378
0.083,0.4081945159778219
0.084,0.4065503443523632
0.085,0.4157072551518611
0.08600000000000001,0.4078731977470023
0.08700000000000001,0.43112532565336315
0.088,0.3977906953321085
0.089,0.40599021508010524
0.09,0.41924064869905414
0.091,0.39393014779489277
0.092,0.39404033705388286
0.093,0.40123144039733627
0.094,0.40424816606549957
0.095,0.3985930402012122
0.096,0.4006301640190552
0.097,0.37409854584989016
0.098,0.4121246026202058
0.099,0.4113656180247303
0.1,0.4104061136811782
0.101,0.4069320637164262
0.10200000000000001,0.36791932085732454
0.10300000000000001,0.41182438547107864
0.10400000000000001,0.4209561203609474
0.105,0.4002348143466215
0.106,0.38398240381057214
0.107,0.3988010929306735
0.108,0.39222102458605745
0.109,0.36840390295882397
0.11,0.4071680960689339
0.111,0.4333989469525756
0.112,0.3833788649554957
0.113,0.39781010901060115
0.114,0.4128531740111906
0.115,0.3968519427475475
0.116,0.4053660242502102
0.117,0.3963308691908653
0.11800000000000001,0.3941544133774319
0.11900000000000001,0.42304485888486115
0.12,0.3841377425374119
